movieId_Old,title,genres,release_year,description,directors,country,duration,image,video_id,subscription_required,tags,check,url,movieId
371,"Paper, The","Comedy, Drama",1994,"Henry Hackett is the metro editor of a New York City tabloid. He is a workaholic who loves his job, but the long hours and low pay are leading to discontent. Also, publisher Graham Keeley faces financial straits, and has Managing Editor Alicia Clark, Henry's nemesis, impose unpopular cutbacks. Henry's wife Martha, a hugely pregnant former reporter of his, is fed up because he has so little time for his family. He is therefore considering an offer from Paul Bladden to edit a paper like the New York Times, which would mean more money, shorter hours, more respectability...but might also be a bit boring for his tastes. But a hot story soon confronts Henry with tough decisions.",Ron Howard,United States,112,movie_images/Movie336 The Paper.jpg,DvviPzjaRBY,0,most popular,TRUE,https://www.youtube.com/watch?v=DvviPzjaRBY,317
372,Reality Bites,"Comedy, Drama, Romance",1994,"In this study of Generation X manners, Lelaina Pierce (Winona Ryder), the valedictorian of her college class, camcords her friends in a mock documentary of posteducation life. Troy Dyer (Ethan Hawke) is her best friend, a perpetually unemployed musical slacker. Vickie Miner (Janeane Garofalo) is a manager at the Gap who worries about the results of an A.I.D.S. test, while Sammy Gray (Steve Zahn) has problems grappling with his sexuality. When Lelaina meets Michael Grates (Ben Stiller), an earnest video executive who takes her homemade video to his MTV-like station, she must decide what she values - the materialism of yuppie Michael or the philosophical musings of Troy.",Ben Stiller,United States,99,movie_images/Movie337 Reality Bites.jpg,ZTlyNhT2fbM,0,most popular,TRUE,https://www.youtube.com/watch?v=ZTlyNhT2fbM,318
373,Red Rock West,Thriller,1993,"When a promised job for Texan Michael fails to materialise in Wyoming, Mike is mistaken by Wayne to be the hitman he hired to kill his unfaithful wife, Suzanne. Mike takes full advantage of the situation, collects the money and runs. During his getaway, things go wrong, and soon get worse when he runs into the real hitman, Lyle.",John Dahl,United States,98,movie_images/Movie338 Red Rock West.jpg,rqlGO7rYhwY,0,most popular,TRUE,https://www.youtube.com/watch?v=rqlGO7rYhwY,319
374,Richie Rich,"Children, Comedy",1994,"The richest kid in the world, Richie Rich has everything he wants, except companionship. While representing his father, Richard, at a factory opening, he sees some kids playing baseball across the street. He wants to join in, but they don't want him around. When a plot to kill the Rich family is devised by Rich Industries' top executive, Laurence Van Dough, Richie must take over control of the company while searching for his lost parents with the help of some new friends.",Donald Petrie,United States,95,movie_images/Movie339 Richie Rich.jpg,Yddr5thpDTE,0,tv series,TRUE,https://www.youtube.com/watch?v=Yddr5thpDTE,320
375,Safe Passage,Drama,1994,,Robert Allan Ackerman,United States,98,movie_images/Movie340 Safe Passage.jpg,X2vyr662x4Q,1,new movies,TRUE,https://www.youtube.com/watch?v=X2vyr662x4Q,321
376,"River Wild, The","Action, Thriller",1994,"Gail Hartman is facing problems with with her husband, the workaholic architect Tom. On their son Roarke's birthday, Gail decides to leave their, Willa, daughter with her parents and take her family to raft down a wild river where she was a guide. On the departure, a young man named Wade befriends Roarke and leaves the place with his friends, Terry and Frank. Later the Hartmans encounters Wade and Terry, who do not have rafting experience, and Gail helps them to cross a whitewater. They get closer to the Hartmans, who soon learn a dark secret about them. What will they do to get rid of them?",Curtis Hanson,United States,111,movie_images/Movie341 The River Wild.jpg,J1Cr-y83-c0,0,new movies,TRUE,https://www.youtube.com/watch?v=J1Cr-y83-c0,322
377,Speed,"Action, Romance, Thriller",1994,"When a young Los Angeles police department, Special Weapons and Tactics (S.W.A.T.) officer called Jack Traven angers retired Atlanta police department bomb squad member Howard Payne, by foiling his attempt at taking hostages stuck in an elevator with a bomb, Payne in retaliation arms a bus with a bomb that will explode if it drops below 50 miles per hour. With the help of spunky passenger Annie, Jack and his partner Detective Harry Temple try to save the people on the bus before the bomb goes off, while also trying to figure out how Payne is monitoring them.",Jan de Bont,United States,116,movie_images/Movie342 Speed.jpg,8piqd2BWeGI,0,tv series,TRUE,https://www.youtube.com/watch?v=8piqd2BWeGI,323
378,Speechless,"Comedy, Romance",1994,"Meeting each other for the first time in the gift shop of the Las Cruces, New Mexico hotel where they are both staying, there is an undeniable and mutual attraction between Julia Mann and Kevin Vallick, with things they share being their insomnia and both being writers. That attraction may take a turn when they find out at an inopportune time that he is now not the television sitcom writer she believed him to be and she is now not the reporter he believed her to be, but rather they are both speechwriters for opposing candidates for the one open New Mexico senate seat, she writing for Democrat Lloyd Wannamaker, and he writing for Republican Ray Garvin. Beyond issues within their respective campaigns they may have let slip in their pillow talk, they have to decide if love and politics can mix. Their situation is further complicated by: Julia's ex-fiancé, war correspondent Robert Freed - nicknamed Baghdad Bob - trying to win her back, she who broke up with him believing he wanted a cheering section more than a wife; Kevin's unique relationship with cutthroat Annette, who hired him to work on Garvin's campaign; some not so little political impropriety which the other side would love to use to smear their opponent; and a few misunderstandings about the balance between their professional and personal lives.",Ron Underwood,United States,99,movie_images/Movie343 Speechless.jpg,PxZo3oM5k2E,0,most popular,TRUE,https://www.youtube.com/watch?v=PxZo3oM5k2E,324
379,Timecop,"Action, Sci-Fi, Thriller",1994,"When the ability to travel through time is perfected, a new type of law enforcement agency is formed. It's called Time Enforcement Commission or TEC. A cop, Max Walker, is assigned to the group. On the day he was chosen, some men attack him and kill his wife. Ten years later Max is still grieving but has become a good agent for the TEC. He tracks down a former co-worker who went into the past to make money. Max brings him back for sentencing but not after telling Max that Senator McComb, the man in charge of TEC, sent him. Max has his eye on McComb.",Peter Hyams,"United States, Japan",99,movie_images/Movie344 Timecop.jpg,7OPLHgw54h4,1,new movies,TRUE,https://www.youtube.com/watch?v=7OPLHgw54h4,325
380,True Lies,"Action, Adventure, Comedy, Romance, Thriller",1994,"Harry Tasker (Arnold Schwarzenegger) leads a double life. At work he is a government agent with a license to do just about anything, while at home he pretends to be a dull computer salesman. He is on the trail of stolen nuclear weapons that are in the hands of fanatic terrorists when something more important comes up. Harry finds his wife is seeing another man (Bill Paxton) because she needs some adventure in her life. Harry decides to give it to her, juggling pursuit of terrorists on one hand and an adventure for his wife on the other while showing he can Tango all at once.",James Cameron,United States,141,movie_images/Movie345 True Lies.jpg,3B7HG8_xbDw,0,most popular,TRUE,https://www.youtube.com/watch?v=3B7HG8_xbDw,326
381,When a Man Loves a Woman,"Drama, Romance",1994,,Luis Mandoki,United States,126,movie_images/Movie346 When a Man Loves a Woman.jpg,fk-qz0zdYwU,0,new movies,TRUE,https://www.youtube.com/watch?v=fk-qz0zdYwU,327
382,Wolf,"Drama, Horror, Romance, Thriller",1994,"Worn down and out of luck, aging publisher Will Randall (Jack Nicholson) is at the end of his rope when a younger co-worker snatches his job out from under his nose. But after being bitten by a wolf, Will suddenly finds himself energized, more competitive than ever, and possessed with amazingly heightened senses. Meanwhile, the beautiful daughter of his shrewd boss begins to fall for him - without realizing that the man she's begun to love is gradually turning into the creature by which he was bitten.",Mike Nichols,United States,125,movie_images/Movie347 Wolf.jpg,wLJUPjiRbAM,1,most popular,TRUE,https://www.youtube.com/watch?v=wLJUPjiRbAM,328
383,Wyatt Earp,Western,1994,Wyatt Earp is a movie about a man and his family. The movie shows us the good times and the bad times of one of the West's most famous individuals.,Lawrence Kasdan,"United States, Canada",191,movie_images/Movie348 Wyatt Earp.jpg,Fhn-jNpDQ0Y,1,most popular,TRUE,https://www.youtube.com/watch?v=Fhn-jNpDQ0Y,329
384,Bad Company,"Action, Crime, Drama",1995,"Nelson Crowe is a CIA operative under the thumb of the Company for a disputed delivery of $50,000 in gold. They blackmail him into working for the Grimes Organization, which is set up as a private company for hire, to blackmail prominent individuals. Crowe, working with Margaret Wells (another former Covert Operations operative), blackmails and bribes a State Supreme Court judge, but the deal sours. One of Crowe's co-workers, Tod Stapp, discovers Crowe's current CIA involvement in a plot to overthrow Grimes, and blackmails him to be cut in on the deal. More blackmail occurs as Wells manipulates Crowe to kill Grimes, then the CIA uses that discovery to blackmail Wells into killing Crowe. Who can you trust???",Damian Harris,"United States, Canada",108,movie_images/Movie349 Bad Company.jpg,eRX7Cjfc0no,0,most popular,TRUE,https://www.youtube.com/watch?v=eRX7Cjfc0no,330
387,"Low Down Dirty Shame, A","Action, Comedy",1994,"A black detective becomes embroiled in a web of danger while searching for a fortune in missing drug money.During the course of his investigation, he encounters various old connections, ultimately confronting the criminal responsible for Shame's expulsion from the force. He must also deal with two women, Angela, a beautiful old flame, and Peaches, his energetic but annoying sidekick.",Keenen Ivory Wayans,United States,100,movie_images/Movie350 A Low Down Dirty Shame.jpg,#NAME?,0,new movies,TRUE,https://www.youtube.com/watch?v=-kRfPEO_5aY,331
389,"Colonel Chabert, Le","Drama, Romance, War",1994,"Colonel Chabert has been severely wounded in the French-Russian Napoleonic war to the point that the medical examiner has signed his death certificate. When he regains his health and memory, he goes back to Paris, where his ""widow"", Anne has married the Count Ferraud and is financing his rise to power using Chabert's money. Chabert hires a lawyer to help him get back his money and his honor.",Yves Angelo,France,110,movie_images/Movie352 Colonel Chabert.jpg,r7301zlUHQg,0,new movies,TRUE,https://www.youtube.com/watch?v=r7301zlUHQg,332
390,Faster Pussycat! Kill! Kill!,"Action, Crime, Drama",1965,"Three strippers seeking thrills encounter a young couple in the desert. After dispatching the boyfriend, they take the girl hostage and begin scheming on a crippled old man living with his two sons in the desert, reputedly hiding a tidy sum of cash. They become houseguests of the old man and try and seduce the sons in an attempt to locate the money, not realizing that the old man has a few sinister intentions of his own.",Russ Meyer,United States,83,"movie_images/Movie353 Faster, Pussycat! Kill! Kill!.jpg",ktaCqhiF4mA,0,new movies,TRUE,https://www.youtube.com/watch?v=ktaCqhiF4mA,333
391,Jason's Lyric,"Crime, Drama",1994,"The story of a young man, Jason (Allen Payne) who must confront his trauma-induced insecurity about love, as well as a sense of owed responsibility to his mother and troubled brother Joshua (Bokeem Woodbine). Jason, an assistant manager and sales clerk at an electronics store, falls in love with Lyric (Jada Pinkett Smith) and finds happiness, but his family history and mentally ill war veteran father, Maddog (Forest Whitaker) plague his life's plans before he can leave it all for a better life.",Doug McHenry,United States,119,movie_images/Movie354 Jason's Lyric.jpg,S3eMr1kekOo,0,most popular,TRUE,https://www.youtube.com/watch?v=S3eMr1kekOo,334
393,Street Fighter,"Action, Adventure, Fantasy",1994,"Col. William Guile leads an army of soldiers into the country of Shadaloo to find traces to lead him to General M. Bison, who has captured many people including three missing soldiers. Among them is Carlos ""Charlie"" Blanka, in which Bison decides to turn into a hideous mutant. On the other hand, Chun Li is a reporter who seeks revenge against Bison for the death of her father years ago. Then two small time hustlers Ryu and Ken, are arrested along with Sagat, a powerful arms dealer and Vega for dealing of illegal weapons. Guile recruits them in order to find Bison's base. Now Guile, T. Hawk, Cammy, Ryu, Ken, Chun Li, Balrog and E. Honda have three days before Bison murders the hostages and takes over the world.",Steven E. de Souza,"Japan, United States",102,movie_images/Movie356 Street Fighter.jpg,1INU3FOJsTw,0,tv series,TRUE,https://www.youtube.com/watch?v=1INU3FOJsTw,335
401,Mirage,"Action, Thriller",1995,,Paul Williams,United States,92,movie_images/Movie357 Mirage.jpg,3NCOwTBWYdE,0,new movies,TRUE,https://www.youtube.com/watch?v=3NCOwTBWYdE,336
407,In the Mouth of Madness,"Horror, Thriller",1994,"With the disappearance of hack horror writer Sutter Cane, all Hell is breaking loose...literally! Author Cane, it seems, has a knack for description that really brings his evil creepy-crawlies to life. Insurance investigator John Trent is sent to investigate Cane's mysterious vanishing act and ends up in the sleepy little East Coast town of Hobb's End. The fact that this town exists as a figment of Cane's twisted imagination is only the beginning of Trent's problems.",John Carpenter,"United States, Canada",95,movie_images/Movie359 In the Mouth of Madness.jpg,AlugldzO9zY,0,most popular,TRUE,https://www.youtube.com/watch?v=AlugldzO9zY,337
408,8 Seconds,Drama,1994,"This movie chronicles the life of Lane Frost, 1987 PRCA Bull Riding World Champion, his marriage and his friendships with Tuff Hedeman (three-time World Champion) and Cody Lambert.",John G. Avildsen,United States,105,movie_images/Movie360 8 Seconds.jpg,I2Sgit4QPlM,0,most popular,TRUE,https://www.youtube.com/watch?v=I2Sgit4QPlM,338
409,Above the Rim,"Crime, Drama",1994,"Story of Kyle-Lee Watson, a promising high school basketball star, and his relationships with Birdie, a powerful drug dealer, and Birdie's brother, Thomas 'Shep' Sheppard, himself once a promising high school star at Kyle's school, now employed as a security guard.",Jeff Pollack,United States,96,movie_images/Movie361 Above the Rim.jpg,sEsCXWD7-Cc,1,new movies,TRUE,https://www.youtube.com/watch?v=sEsCXWD7-Cc,339
410,Addams Family Values,"Children, Comedy, Fantasy",1993,"When an adorable baby boy is added to the Addams household, Wednesday and Pugsley do not hate him, they just aren't necessarily excited about his existence. OK...yeah, they do hate him. So they plot to get rid of him one way or another. Meanwhile, their parents hire a nanny for him and she charms Fester, but has evil intentions for him. The Addamses must stop her, but how?",Barry Sonnenfeld,United States,94,movie_images/Movie362 Addams Family Values.jpg,Bb2FTulPpOA,0,most popular,TRUE,https://www.youtube.com/watch?v=Bb2FTulPpOA,340
412,"Age of Innocence, The",Drama,1993,"Society scion Newland Archer is engaged to May Welland, but his well-ordered life is upset when he meets May's unconventional cousin, the Countess Olenska. At first, Newland becomes a defender of the Countess, whose separation from her abusive husband makes her a social outcast in the restrictive high society of late-19th Century New York, but he finds in her a kindred spirit and they fall in love.",Martin Scorsese,United States,139,movie_images/Movie363 The Age of Innocence.jpg,I3Mx8OSlNYM,1,new movies,TRUE,https://www.youtube.com/watch?v=I3Mx8OSlNYM,341
413,Airheads,Comedy,1994,"Three would be rockers Chazz, Rex and Pip, known as The Lone Rangers plan to play their demo on a recording company, but then they're turned down rudely. Then they decide to try the famous rock n' roll radio station, but are not accepted either. Then they decide arm themselves with squirt guns and take the station hostage for not playing their demo. But the three get more than what they have bargained for.",Michael Lehmann,United States,92,movie_images/Movie364 Airheads.jpg,mpxOTk4DDJo,0,tv series,TRUE,https://www.youtube.com/watch?v=mpxOTk4DDJo,342
414,"Air Up There, The",Comedy,1994,"Jimmy Dolan is a college basketball coach who wants a big promotion. To get it, he needs to make a dramatic find. He ends up deep in Africa, hoping to recruit Saleh, a huge basketball prodigy Jimmy glimpsed in a home movie. But Saleh is the chief's son and has responsibilities at home, since the tribe's land is threatened by a mining company with its own hotshot basketball team.",Paul Michael Glaser,"United States, Japan",107,movie_images/Movie365 The Air Up There.jpg,0bc_EmUZJ84,0,new movies,TRUE,https://www.youtube.com/watch?v=0bc_EmUZJ84,343
415,Another Stakeout,"Comedy, Thriller",1993,"Chris and Bill are called upon for their excellent surveillance record to stakeout a lakeside home where a Mafia trial witness is believed to be heading or already hiding. Unlike their earlier _Stakeout_, this time they are accompanied by Gina Garret from the DA's office and her pet rottweiler 'Archie'; their cover, husband and wife with son Bill.",John Badham,United States,108,movie_images/Movie366 Another Stakeout.jpg,_vhe7EnQ6z0,0,most popular,TRUE,https://www.youtube.com/watch?v=_vhe7EnQ6z0,344
416,Bad Girls,Western,1994,"When saloon prostitute Cody Zamora rescues her friend Anita from an abusive customer by killing him, she is sentenced to hang. However, Anita and their two friends Eileen and Lilly rescue Cody and the four make a run for Texas, pursued by Graves and O'Brady, two Pinkerton detectives hired to track them. When Cody withdraws her savings from a Texas bank, the women believe they can now start a new life in Oregon. But Cody's old partner Kid Jarrett takes Cody's money when his gang robs the bank, and so the four so-called ""Honky-Tonk Harlots"" set out to recover the money, with the Pinkertons hot on their trail.",Jonathan Kaplan,United States,99,movie_images/Movie367 Bad Girls.jpg,CvSpONjcX2o,0,most popular,TRUE,https://www.youtube.com/watch?v=CvSpONjcX2o,345
417,Barcelona,"Comedy, Romance",1994,"Ted, a stuffy white guy from Illinois working in sales for the Barcelona office of a US corporation, is paid an unexpected visit by his somewhat less stuffy cousin Fred, who is an officer in the US Navy. Over the next few months, both their lives are irrevocably altered by the events which follow Fred's arrival, events which are the trivial stuff of a comedy of manners at first but which gradually grow increasingly dramatic.",Whit Stillman,United States,101,movie_images/Movie368 Barcelona.jpg,B-RdUcXAKiw,1,new movies,TRUE,https://www.youtube.com/watch?v=B-RdUcXAKiw,346
418,Being Human,Drama,1994,"Five bittersweet vignettes that span the entire human history about five different men, all called Hector and played by the same actor (Robin Williams), who find themselves at a critical juncture in their lives. In prehistoric times, Hector lives in peace with his wife and their little son and daughter in a cave on a quite uninhabited island somewhere in the north. His world is shattered when a group of foreign pagan raiders led by a young chieftain and a somewhat pacifistic priest arrive there. In Ancient Rome, Hector is a loyal well-treated slave of Lucinnius, a somewhat naive big trader with political connections. When his latest shipment fails to arrive and the local corrupt governor Cyprion refuses to lend him money for his further endeavors due to bad omen that a professional soothsayer saw while reading the future from a chicken liver, he is ruined. To make things worse, just as Hector plans to ask his master for freedom and elope with his master's female African slave Thalia, Lucinnius informs him that they've been chosen to be scapegoats and must kill themselves under the governor's orders. In medieval times, Hector is a Scotsman who's traveling with a somewhat zealotic but friendly and well-intentioned priest on a mission of mercy to help the fallen crusaders, mortally wounded in the bloody skirmishes, make it to the other side in peace. Beatrice, a nice beautiful flirtatious Italian widow, is traveling part of the way with them as well. Hector is tired of death and carnage and wants to go home but when he and Beatrice connect despite not speaking each-others languages, he falls for her. The priest warns him that he can't handle her needs but Hector doesn't take his friendly warning seriously and eventually leaves with her. However, he soon realizes that the priest was referring to responsibilities of a complicated family life. During the Renaissance, a group of Portuguese nobleman and their servants and soldiers gets shipwrecked somewhere on the coast of Africa. They make an encampment at the beach and try to find some Africans to ask for help but they also try to uphold their strict old ways of life at their beach camp. The realities of the life and death situation they're in kick in quickly and things go wrong for most of them. Hector is one of the lower nobleman, who tries to reconnect with his lover, who wants nothing to do with him. However, Hector's misfortune turns out to be his blessing this time, if only temporarily. In present day New York, Hector is about to pick up his young daughter and little son he hasn't seen in years from his ex wife and her new husband and take them to a seaside bungalow where they can reconnect again. However, his day turns into a quagmire. First he gets blamed by the police for a bizarre accident that almost kills one of the tenants in a building owned by his somewhat sleazy partner Boris. Then Hector borrows the flower delivery car from his nice girlfriend Anna to get the kids but forgets to deliver the flowers which Anna's client ordered for a celebration. His kids don't make things much easier for him either. He decides to treat them like adults for a change and they have a redeeming serious talk about their uneasy relationship.",Bill Forsyth,"United Kingdom, Japan",122,movie_images/Movie369 Being Human.jpg,YWjZ2QU999o,0,most popular,TRUE,https://www.youtube.com/watch?v=YWjZ2QU999o,347
419,"Beverly Hillbillies, The",Comedy,1993,"Jed Clampett and kin move from Arkansas to Beverly Hills, when he becomes a billionaire, after an oil strike. The country folk are very naive with regard to life in the big city, so when Jed starts a search for a new wife, there are inevitably plenty of takers and con artists ready to make a fast buck.",Penelope Spheeris,United States,92,movie_images/Movie370 The Beverly Hillbillies.jpg,zrfOOZWK49o,0,new movies,TRUE,https://www.youtube.com/watch?v=zrfOOZWK49o,348
420,Beverly Hills Cop III,"Action, Comedy, Crime, Thriller",1994,"After the events of Beverly Hills Cop II (1987) and a failed attempt to bust a team of car thieves in a Detroit chop shop, Axel Foley, the unconventional Beverly Hills Cop (1984), returns to sunny Beverly Hills to track down a dangerous gang of killers. Before long, Axel sniffs out the criminals' hideout with the help of old friend Billy Rosewood. However, there is a catch. As the investigation leads them to the bustling Wonder World theme park, all that is left to do is to convince the public and the police that the park's impeccable chief of security is the mastermind behind a sinister operation. And the clock is ticking. How hard can it be?",John Landis,United States,104,movie_images/Movie371 Beverly Hills Cop III.jpg,DbP7Ptyr1sA,0,most popular,TRUE,https://www.youtube.com/watch?v=DbP7Ptyr1sA,349
421,Black Beauty,"Adventure, Children, Drama",1994,"Black Beauty, a beautiful black stallion in 1870s England, recalls his life from his birth through his carefree life as a colt to the many hardships he suffered after achieving maturity. He goes through many owners, both good and bad, until he finally finds happiness and contentment.",Caroline Thompson,"United Kingdom, United States",88,movie_images/Movie372 Black Beauty.jpg,DpZ3yZhsWZE,0,most popular,TRUE,https://www.youtube.com/watch?v=DpZ3yZhsWZE,350
422,Blink,Thriller,1993,"Emma is an attractive girl in her 20s who has been blind for 20 years. A new type of eye operation partially restores her sight, but she is having problems: sometimes she doesn't ""remember"" what she's seen until later. One night she is awakened by a commotion upstairs. Peering out of her door, she sees a shadowy figure descending the stairs. Convinced that her neighbour has been murdered she approaches the police, only to find that she is unsure if it was just her new eyes playing tricks on her.",Michael Apted,United States,106,movie_images/Movie373 Blink.jpg,aMcmfonGWY4,0,new movies,TRUE,https://www.youtube.com/watch?v=aMcmfonGWY4,351
423,Blown Away,"Action, Thriller",1994,Jimmy Dove works for the bomb squad in Boston and he is always the one who is on the tough jobs. One day he decides to quit the force and to become a teacher for the rookies of the squad. A few days later his former partner is killed by a bomb and Jimmy becomes suspicious that maybe this bomb could have been built by a former friend of himself. He begins to investigate and finds out that his worst nightmare has returned from his past.,Stephen Hopkins,United States,121,movie_images/Movie374 Blown Away.jpg,WQnshKbalkE,0,new movies,TRUE,https://www.youtube.com/watch?v=WQnshKbalkE,352
424,Blue Chips,Drama,1994,"Pete Bell, a college basketball coach is under a lot of pressure. His team isn't winning and he cannot attract new players. The stars of the future are secretly being paid by boosters. This practice is forbidden in the college game, but Pete is desperate and has pressures from all around.",William Friedkin,United States,108,movie_images/Movie375 Blue Chips.jpg,__rpV2VjaME,0,new movies,TRUE,https://www.youtube.com/watch?v=__rpV2VjaME,353
425,Blue Sky,"Drama, Romance",1994,"It's the early 1960s. Nuclear engineer Hank Marshall is a major in the US Army, he who works on top secret nuclear testing projects. Trouble follows him from posting to posting largely because of his mentally unstable wife, Carly Marshall, who is bipolar. During her manic phases, her already overt sexuality, which she models after such sex symbols as Marilyn Monroe and Brigitte Bardot, is ratcheted up a notch, that partying behavior which is mixed with less frequent phases of physically destructive behavior. Regardless, Hank and Carly love each other, Hank who would admit to himself that he enjoys the fact that other men find Carly attractive, which is partly why he allows her to act the way she does in public. In turn, they mutually love their now two teenaged daughters, Alex and Becky. Reassigned from their two year posting in Hawaii largely due to the ruckus Carly has caused there, they are next sent to Alabama, the base under the command of Vince Johnson, his wife, Vera Johnson, who heads the wives' welcoming committee. At an age of starting to test her own sexuality, Alex starts to date the Johnsons' son, Glenn. Due to no fault of his own, Hank faces some problems in the latest project on which he is working, code named Blue Sky. And Carly continues her regular behavior, which catches Vince's overtly wandering eye. These items in combination lead to the potential of the Marshalls' home life being pulled apart and Hank's career destroyed, both irreparably.",Tony Richardson,United States,101,movie_images/Movie376 Blue Sky.jpg,DEumw-eXW7w,0,most popular,TRUE,https://www.youtube.com/watch?v=DEumw-eXW7w,354
426,Body Snatchers,"Horror, Sci-Fi, Thriller",1993,"In another retelling of the story by Jack Finney, Marti Malone's traveling with her dad on holiday. At a gas station, a soldier tells her to not sleep, because 'they' get you when you sleep. Once in the base, she and her father see people acting odd, and soon realise they're aliens.",Abel Ferrara,United States,87,movie_images/Movie377 Body Snatchers.jpg,vc_0dlmSq7I,0,most popular,TRUE,https://www.youtube.com/watch?v=vc_0dlmSq7I,355
427,Boxing Helena,"Drama, Mystery, Romance, Thriller",1993,"A top surgeon is besotted with a beautiful woman who once ditched him. Unable to come to terms with life without her, he tries to convince her that they need each other. She has other ideas, but a horrific accident leaves her at his mercy. The plot is bizarre and perhaps sick at times, ending abruptly and with a twist.",Jennifer Lynch,United States,107,movie_images/Movie378 Boxing Helena.jpg,hQbM-dEo9e8,0,most popular,TRUE,https://www.youtube.com/watch?v=hQbM-dEo9e8,356
428,"Bronx Tale, A",Drama,1993,"The Bronx, New York, 1960. 9-year-old Calogero grows up admiring and fascinated by the local mob boss, Sonny. Calogero's father, Lorenzo, wants to have nothing to do with the mob and does his best to keep his son away from Sonny and mob business. However, it may prove a losing battle.",Robert De Niro,United States,121,movie_images/Movie379 A Bronx Tale.jpg,z50PjmZYS4A,0,most popular,TRUE,https://www.youtube.com/watch?v=z50PjmZYS4A,357
429,Cabin Boy,Comedy,1994,"Snobby school boy goes left and mistakes the ""Filthy Whore"" for his millionaire dad's yacht. He joins four filthy fishermen for hijinx on the high seas.",Adam Resnick,United States,80,movie_images/Movie380 Cabin Boy.jpg,cmBq41nVrXs,0,most popular,TRUE,https://www.youtube.com/watch?v=cmBq41nVrXs,358
431,Carlito's Way,"Crime, Drama",1993,"A Puerto Rican ex-con pledges to stay away from his former drug dealing ways but finds himself being dragged back by his past connections and the naive machinations of his lawyer and best friend. Hoping to raise enough money to get away from New York, Carlito Brigante takes on the job of running a nightclub, renews an affair with a dancer but old associates and old instincts suck him back into a world of violence and mistrust.",Brian De Palma,United States,144,movie_images/Movie381 Carlito's Way.jpg,_ZMd4Baswb4,0,most popular,TRUE,https://www.youtube.com/watch?v=_ZMd4Baswb4,359
433,Clean Slate,Comedy,1994,"Maurice L. Pogue (Dana Carvey) is a private eye with a problem: every morning when he wakes up, he has total amnesia, waking up with a ""clean slate"". Since he is in the middle of a hot investigation and has a developing romance, this is less than convenient.",Mick Jackson,United States,107,movie_images/Movie383 Clean Slate.jpg,tBOd_AiVa-8,0,most popular,TRUE,https://www.youtube.com/watch?v=tBOd_AiVa-8,360
434,Cliffhanger,"Action, Adventure, Thriller",1993,"Whilst crossing a ledge, 4000 feet above the earth, Gabe's friend's equipment fails to work and she slips out of his hand, falling to the ground. Almost a year later, Gabe is asked to go back to the same mountain range and rescue a group of 'stranded' people. The only catch is that these so called 'stranded' people are in fact looking for three boxes filled with $100,000,000 and they need a mountain ranger to lead them to them!!",Renny Harlin,"France, Italy, Japan, United States",113,movie_images/Movie384 Cliffhanger.jpg,c55DDQT8zDA,1,most popular,TRUE,https://www.youtube.com/watch?v=c55DDQT8zDA,361
435,Coneheads,"Comedy, Sci-Fi",1993,"An alien couple known as Beldar and Prymatt with cone-shaped heads from the planet called Remulak is mistakenly ditched on earth, during a scouting mission for planet conquest. While here, they dodge the INS, have a child and discover that life on Earth is quite good. But unfortunately they are being chased by the government who knows something is not quite right with the Conehead family. After they are rescued and taken back to their planet, Beldar vows to return to earth and conquer it.",Steve Barron,United States,88,movie_images/Movie385 Coneheads.jpg,j15rPm4i-t8,1,tv series,TRUE,https://www.youtube.com/watch?v=j15rPm4i-t8,362
436,Color of Night,"Drama, Thriller",1994,"Psychologist gives up his practice when he unintentionally pushes a patient to commit suicide. In an effort to come to terms with this tragedy he visits an old colleague who is subsequently murdered. The quest to catch the killer centers around a group of psychologically disturbed patients, however equally as important is an affair which develops between himself and the mysterious Rose.",Richard Rush,United States,121,movie_images/Movie386 Color of Night.jpg,09rrVrDZJYU,0,most popular,TRUE,https://www.youtube.com/watch?v=09rrVrDZJYU,363
437,Cops and Robbersons,Comedy,1994,"When police discover that a mob hitman has moved in next door to the Robbersons, they want to find out what he is up to. So they set up a stakeout in the Robbersons' home. Hard-nosed, tough-as-nails Jake Stone is assigned to the stakeout. But now it's a question of whether Jake can last long enough to capture the bad guys. The Robbersons want to help so they are driving him crazy.",Michael Ritchie,United States,93,movie_images/Movie387 Cops and Robbersons.jpg,WtEYTu8vxoA,0,tv series,TRUE,https://www.youtube.com/watch?v=WtEYTu8vxoA,364
438,"Cowboy Way, The","Action, Comedy, Drama",1994,"Buddies Pepper Lewis (Woody Harrelson) and Sonny Gilstrap (Kiefer Sutherland) who are championship rodeo partners travel to New York to find their missing friend, Nacho Salazar Joaquín Martínez after he disappears in New York City to pick up his daughter, Theresa (Cara Buono). When Pepper and Sonny find that neither is anywhere to be found, they go about the wacky adventure of finding Nacho and Theresa, and in the process, test the foundation of their friendship. Along the way, they find themselves entwined in the inner workings of a New York sweat shop where Theresa has been enslaved after traveling to the U.S.A. from Cuba. Going about doing things in a cowboy way, Pepper and Sonny put their small town skills to the test in a big city kind of way and rescue Theresa from the thugs.",Gregg Champion,United States,102,movie_images/Movie388 The Cowboy Way.jpg,McAPp0LAfOw,0,most popular,TRUE,https://www.youtube.com/watch?v=McAPp0LAfOw,365
